visitorid,first_seen,last_seen,total_events,total_views,unique_items,unique_categories,avg_price_viewed,max_price_viewed,avg_availability,has_converted,user_tenure_days,events_per_day,conversion_rate
823,2015-08-27 19:10:31.430,2015-08-27 19:10:31.430,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
824,2015-09-16 21:54:45.964,2015-09-16 21:59:18.333,36,36,1,1,119462.0,149400.0,0.5,0,1,36.0,0.0
825,2015-05-20 23:34:57.875,2015-05-20 23:34:57.875,4,4,1,1,79092.3,316080.0,0.0,0,1,4.0,0.0
826,2015-05-25 00:35:23.089,2015-05-25 00:45:11.658,20,20,1,1,40583.520000000004,398520.0,0.0,0,1,20.0,0.0
827,2015-06-23 21:16:24.059,2015-06-23 21:16:24.059,12,12,1,1,19322.73,223320.0,0.0,0,1,12.0,0.0
828,2015-09-09 23:17:22.061,2015-09-09 23:17:22.061,2,2,1,1,14046.0,27588.0,0.0,0,1,2.0,0.0
829,2015-05-24 22:47:12.006,2015-05-24 22:47:12.006,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
830,2015-07-19 01:55:39.560,2015-07-19 01:55:39.560,3,3,1,1,9058.0,27120.0,0.0,0,1,3.0,0.0
831,2015-06-11 20:42:06.745,2015-06-11 20:42:06.745,2,2,1,1,23046.0,46080.0,0.0,0,1,2.0,0.0
832,2015-09-10 18:26:53.651,2015-09-10 18:26:53.651,5,5,1,1,66283.2,70536.0,1.0,0,1,5.0,0.0
833,2015-08-14 06:12:57.119,2015-08-14 06:12:57.119,16,16,1,1,39768.225,81600.0,0.5,0,1,16.0,0.0
834,2015-06-19 04:44:35.950,2015-06-19 04:44:35.950,8,8,1,1,59340.0,237120.0,0.5,0,1,8.0,0.0
835,2015-07-31 01:00:46.043,2015-07-31 01:00:46.043,7,7,1,1,24188.571428571428,38400.0,1.0,0,1,7.0,0.0
836,2015-07-25 19:07:15.172,2015-07-25 19:07:15.172,2,2,1,1,10620.0,14400.0,0.0,0,1,2.0,0.0
837,2015-05-21 04:41:30.888,2015-05-21 04:41:30.888,10,10,1,1,34320.0,46080.0,0.5,0,1,10.0,0.0
838,2015-07-29 01:31:51.621,2015-07-29 01:31:51.621,4,4,1,1,3209442.0,6395496.0,0.5,0,1,4.0,0.0
839,2015-06-30 16:07:07.741,2015-06-30 16:07:07.741,1,1,1,1,17280.0,17280.0,0.0,0,1,1.0,0.0
840,2015-08-02 17:01:50.126,2015-08-02 17:01:50.126,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
841,2015-05-08 19:03:24.394,2015-05-08 19:03:24.394,2,2,1,1,79752.0,153360.0,0.0,0,1,2.0,0.0
842,2015-08-18 05:09:48.378,2015-08-18 05:09:48.378,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
843,2015-07-12 20:42:13.611,2015-07-12 20:42:13.611,8,8,1,1,100269.0,131280.0,0.5,0,1,8.0,0.0
844,2015-07-17 02:38:04.763,2015-07-17 02:38:04.763,10,10,1,1,3121988412.0,15609690936.0,0.5,0,1,10.0,0.0
845,2015-05-31 04:25:58.385,2015-06-08 22:40:16.090,102,82,2,1,613928.4705882353,755760.0,0.5,0,8,12.75,0.0
846,2015-07-25 18:52:34.413,2015-07-25 18:52:34.413,24,24,1,1,390582.0,506760.0,0.5,0,1,24.0,0.0
847,2015-05-18 05:38:21.318,2015-05-18 05:38:21.318,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
848,2015-05-18 20:04:10.122,2015-05-18 20:05:09.445,24,24,2,1,65630.0,76680.0,0.4583333333333333,0,1,24.0,0.0
849,2015-08-21 22:14:47.846,2015-08-21 22:14:47.846,20,20,1,1,362628.0,571320.0,0.5,0,1,20.0,0.0
850,2015-05-06 17:51:34.015,2015-05-06 17:51:34.015,4,4,1,1,142950401373.0,571801494132.0,0.0,0,1,4.0,0.0
851,2015-07-13 22:05:22.494,2015-07-13 22:05:22.494,27,27,1,1,451495.3022222222,816360.0,1.0,0,1,27.0,0.0
852,2015-06-14 07:47:13.469,2015-06-14 07:47:13.469,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
853,2015-05-27 17:40:53.977,2015-05-27 17:41:29.541,12,12,1,1,50760.0,62400.0,1.0,0,1,12.0,0.0
854,2015-07-22 20:07:50.292,2015-07-22 20:07:50.292,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
855,2015-07-15 13:09:45.076,2015-07-30 05:04:11.450,27,27,2,2,26389847.333333332,711683184.0,0.6296296296296297,0,14,1.9285714285714286,0.0
856,2015-08-06 14:30:10.248,2015-08-06 14:34:57.033,148,148,2,2,555268.5405405406,1042080.0,0.5,0,1,148.0,0.0
857,2015-05-13 15:22:29.369,2015-05-13 15:22:29.369,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
858,2015-07-16 17:52:57.782,2015-07-16 17:52:57.782,12,12,1,1,230748.0,1116144.0,0.5,0,1,12.0,0.0
859,2015-05-23 16:11:26.617,2015-06-04 01:31:46.116,36,36,6,2,23608.155428571426,74040.0,0.6,0,11,3.272727272727273,0.0
860,2015-06-19 04:34:42.686,2015-06-19 04:41:05.998,6,6,1,1,253842.0,478764.0,0.0,0,1,6.0,0.0
861,2015-09-04 02:43:38.490,2015-09-04 02:43:38.490,10,10,1,1,127080.0,224520.0,0.5,0,1,10.0,0.0
862,2015-07-15 11:28:51.639,2015-07-15 11:28:51.639,4,4,1,1,358146.0,669732.0,0.5,0,1,4.0,0.0
863,2015-07-08 19:04:54.094,2015-07-08 19:04:54.094,6,6,1,1,14170.0,18528.0,1.0,0,1,6.0,0.0
864,2015-08-25 19:53:42.030,2015-08-25 19:53:42.030,28,28,1,2,76196.57142857143,201000.0,0.5,0,1,28.0,0.0
865,2015-08-15 21:53:40.588,2015-08-15 21:53:40.588,1,1,1,1,71880.0,71880.0,0.0,0,1,1.0,0.0
866,2015-05-26 00:20:14.038,2015-05-26 00:23:27.770,38,38,2,1,138204.0,221880.0,0.631578947368421,0,1,38.0,0.0
867,2015-06-14 19:36:59.558,2015-06-14 19:36:59.558,5,5,1,1,96741.6,164160.0,1.0,0,1,5.0,0.0
868,2015-07-18 03:19:24.844,2015-07-18 03:19:24.844,3,3,1,1,6928.0,17400.0,0.0,0,1,3.0,0.0
869,2015-09-15 01:55:16.939,2015-09-15 01:55:16.939,3,3,1,1,71200.0,108000.0,1.0,0,1,3.0,0.0
870,2015-09-17 15:34:53.961,2015-09-17 15:34:53.961,2,2,1,1,8124.0,15960.0,0.0,0,1,2.0,0.0
871,2015-05-29 21:58:35.425,2015-05-29 21:58:35.425,1,1,1,1,18840.0,18840.0,0.0,0,1,1.0,0.0
872,2015-08-27 02:20:52.662,2015-08-27 02:20:52.662,5,5,1,1,88254.0,440880.0,0.0,0,1,5.0,0.0
873,2015-09-11 17:44:50.955,2015-09-11 17:44:50.955,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
874,2015-07-26 21:20:24.479,2015-07-26 21:20:24.479,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
875,2015-06-23 19:19:08.273,2015-06-23 19:19:08.273,1,1,1,1,47760.0,47760.0,0.0,0,1,1.0,0.0
876,2015-08-31 17:54:28.030,2015-08-31 17:54:28.030,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
877,2015-07-07 20:01:51.198,2015-08-06 21:36:59.196,82,82,4,1,47400.73170731707,177240.0,0.5853658536585366,0,30,2.7333333333333334,0.0
878,2015-07-24 04:57:32.578,2015-07-24 05:46:38.230,152,140,7,1,20053.80789473684,48960.0,0.7763157894736842,0,1,152.0,0.0
879,2015-07-31 15:30:06.911,2015-07-31 15:30:06.911,14,14,1,1,7887485038937.143,55212395173200.0,0.5,0,1,14.0,0.0
880,2015-06-30 00:07:50.413,2015-06-30 00:07:50.413,8,8,1,1,22711.5,36480.0,1.0,0,1,8.0,0.0
881,2015-07-22 05:44:29.104,2015-07-22 05:44:29.104,3,3,1,1,10664.0,31920.0,0.0,0,1,3.0,0.0
882,2015-08-11 07:10:17.289,2015-08-11 07:10:17.289,14,14,1,1,35322.857142857145,53760.0,1.0,0,1,14.0,0.0
883,2015-07-23 04:30:21.034,2015-07-23 04:30:21.034,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
884,2015-06-21 18:43:42.208,2015-06-21 18:43:42.208,28,28,1,1,325705.2,585840.0,0.5,0,1,28.0,0.0
885,2015-06-24 15:59:50.968,2015-06-24 15:59:50.968,1,1,1,1,13800.0,13800.0,0.0,0,1,1.0,0.0
886,2015-07-03 21:13:19.785,2015-07-03 21:13:19.785,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
887,2015-05-12 03:56:31.598,2015-05-12 03:56:31.598,2,2,1,2,9792.0,9792.0,0.0,0,1,2.0,0.0
888,2015-06-25 08:53:08.216,2015-06-25 08:53:08.216,3,3,1,1,36848.0,87240.0,0.0,0,1,3.0,0.0
889,2015-07-17 22:38:03.028,2015-07-17 22:42:54.739,25,25,3,2,45255.36,58320.0,1.0,0,1,25.0,0.0
890,2015-05-16 23:10:21.286,2015-05-16 23:11:17.730,31,31,3,1,14220185.806451613,110888556.0,0.5483870967741935,0,1,31.0,0.0
891,2015-05-27 18:07:57.915,2015-05-27 18:07:57.915,16,16,1,1,66009.0,84480.0,0.5,0,1,16.0,0.0
892,2015-07-28 21:14:35.728,2015-07-28 21:14:35.728,1,1,1,1,79320.0,79320.0,0.0,0,1,1.0,0.0
893,2015-08-05 20:26:10.585,2015-08-05 20:26:10.585,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
894,2015-08-07 14:54:31.900,2015-08-07 14:57:27.189,7,7,2,1,874121.1428571428,6003060.0,0.42857142857142855,0,1,7.0,0.0
895,2015-07-24 02:53:44.966,2015-07-24 02:53:44.966,2,2,1,1,48300.0,93960.0,0.0,0,1,2.0,0.0
896,2015-07-02 19:04:39.290,2015-07-02 19:04:39.290,2,2,1,1,558180.0,1104360.0,0.0,0,1,2.0,0.0
897,2015-07-07 23:02:18.891,2015-07-07 23:02:18.891,5,5,1,1,29623.2,145080.0,0.0,0,1,5.0,0.0
898,2015-05-30 00:29:44.597,2015-06-24 23:53:49.225,14,14,2,2,2404492545.428571,16831269960.0,0.7142857142857143,0,25,0.56,0.0
899,2015-06-10 17:14:42.780,2015-06-10 17:14:42.780,4,4,1,1,111006.0,222000.0,0.5,0,1,4.0,0.0
900,2015-06-15 20:47:31.322,2015-06-15 20:47:31.322,76,76,1,2,319865.6842105263,402360.0,0.5,0,1,76.0,0.0
901,2015-06-28 16:49:50.141,2015-06-28 16:49:50.141,12,12,1,1,38250.0,136380.0,0.5,0,1,12.0,0.0
902,2015-05-11 19:20:06.214,2015-05-11 21:18:18.075,18,18,1,1,76424.20000000001,107880.0,1.0,0,1,18.0,0.0
903,2015-06-25 01:02:36.223,2015-06-25 01:05:25.652,44,44,2,2,26304.719999999998,56280.0,0.5,0,1,44.0,0.0
904,2015-05-19 15:13:01.516,2015-05-19 15:13:02.127,12,6,1,1,31720.0,33240.0,0.5,0,1,12.0,0.0
905,2015-07-05 00:28:04.886,2015-07-05 00:28:04.886,8,8,1,1,119952.0,245760.0,0.5,0,1,8.0,0.0
906,2015-05-19 17:55:39.868,2015-05-19 17:55:39.868,6,6,1,1,33280.0,35160.0,0.5,0,1,6.0,0.0
907,2015-05-09 02:34:52.146,2015-05-09 02:34:52.146,5,5,1,1,15045.720000000001,72360.0,0.0,0,1,5.0,0.0
908,2015-07-08 19:51:55.539,2015-07-08 20:27:28.684,21,21,1,1,13494.857142857143,70320.0,0.0,0,1,21.0,0.0
909,2015-06-04 23:15:54.468,2015-06-04 23:15:54.468,1,1,1,1,35880.0,35880.0,0.0,0,1,1.0,0.0
910,2015-07-25 10:19:16.207,2015-07-25 13:21:37.860,46,46,2,1,111622.95652173914,152160.0,0.6956521739130435,0,1,46.0,0.0
911,2015-07-03 21:34:30.806,2015-07-10 01:26:41.202,80,80,2,1,133862.1,214800.0,0.5,0,6,13.333333333333334,0.0
912,2015-06-28 23:39:06.173,2015-06-28 23:39:06.173,2,2,1,1,10302.0,19680.0,0.0,0,1,2.0,0.0
913,2015-06-07 01:46:06.664,2015-06-07 01:46:06.664,4,4,1,2,4230.0,8160.0,0.0,0,1,4.0,0.0
914,2015-08-18 00:45:46.774,2015-08-18 00:50:47.831,48,16,1,1,762976.5,6050340.0,0.5,1,1,48.0,0.0625
915,2015-07-24 05:33:41.145,2015-07-24 05:33:41.145,1,1,1,1,18480.0,18480.0,0.0,0,1,1.0,0.0
916,2015-05-06 16:46:27.864,2015-05-06 16:46:39.602,44,44,2,1,21265.30909090909,46680.0,0.5,0,1,44.0,0.0
917,2015-06-04 02:07:02.498,2015-06-04 02:07:39.040,20,20,2,1,501417.0,973560.0,0.4,0,1,20.0,0.0
918,2015-07-29 20:22:37.652,2015-07-30 00:31:27.615,16,2,2,1,12478.5,13920.0,0.875,0,1,16.0,0.0
919,2015-08-06 18:12:18.300,2015-08-06 18:12:18.300,20,20,1,1,16171.2,24600.0,0.5,0,1,20.0,0.0
920,2015-07-28 15:46:40.661,2015-07-28 15:46:40.661,1,1,1,1,98880.0,98880.0,0.0,0,1,1.0,0.0
921,2015-07-19 04:44:50.213,2015-07-19 04:51:45.956,242,242,4,1,17861002.51338843,713224440.0,0.5330578512396694,0,1,242.0,0.0
922,2015-05-19 21:17:05.856,2015-05-19 22:00:06.998,12,12,1,1,59340.0,94680.0,0.5,0,1,12.0,0.0
923,2015-05-25 01:22:43.421,2015-05-25 20:23:47.606,13,13,5,1,134026.9090909091,737880.0,0.0,0,1,13.0,0.0
924,2015-06-04 19:31:23.556,2015-06-04 19:31:23.556,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
925,2015-05-29 15:43:06.274,2015-07-13 02:40:04.593,103,103,4,4,10945207.316504853,276732012.0,0.5242718446601942,0,44,2.340909090909091,0.0
926,2015-08-05 17:32:44.850,2015-08-05 17:32:53.803,26,26,2,1,23455.384615384617,50580.0,0.6538461538461539,0,1,26.0,0.0
927,2015-07-09 02:35:44.271,2015-07-09 02:35:44.271,4,4,1,1,21357.0,85200.0,0.0,0,1,4.0,0.0
928,2015-09-03 19:34:02.953,2015-09-03 19:34:02.953,2,2,1,1,4818918.0,9629076.0,0.0,0,1,2.0,0.0
929,2015-05-07 03:05:49.092,2015-05-07 03:05:49.092,2,2,1,1,480724260.0,961088640.0,0.0,0,1,2.0,0.0
930,2015-08-26 21:02:52.028,2015-08-26 21:02:52.028,2,2,1,1,38106.0,76200.0,1.0,0,1,2.0,0.0
931,2015-09-09 16:31:36.904,2015-09-09 16:31:36.904,18,18,1,1,56506.666666666664,75600.0,0.5,0,1,18.0,0.0
932,2015-05-21 21:15:40.959,2015-05-21 21:28:56.505,12,12,1,1,5610.0,16320.0,0.0,0,1,12.0,0.0
933,2015-09-12 17:16:38.452,2015-09-12 17:16:38.452,3,3,1,1,97808.0,270000.0,0.0,0,1,3.0,0.0
934,2015-05-13 03:27:46.729,2015-05-25 20:16:52.132,2,2,1,1,47880.0,47880.0,0.0,0,12,0.16666666666666666,0.0
935,2015-05-31 11:47:15.705,2015-05-31 11:47:15.705,2,2,1,1,111798.0,223080.0,0.0,0,1,2.0,0.0
936,2015-06-11 02:56:51.371,2015-06-11 02:56:51.371,10,10,1,1,43306.007999999994,430560.0,0.0,0,1,10.0,0.0
937,2015-07-10 20:55:22.654,2015-07-10 20:55:22.654,12,12,1,1,19439.19,228120.0,0.0,0,1,12.0,0.0
938,2015-08-17 02:37:02.071,2015-08-17 02:37:02.071,22,22,1,1,44263.63636363636,59280.0,0.5,0,1,22.0,0.0
939,2015-08-31 16:52:53.384,2015-08-31 16:52:53.384,2,2,1,1,480457182.0,960782484.0,0.0,0,1,2.0,0.0
940,2015-06-04 14:44:35.253,2015-06-04 14:45:15.146,36,36,2,1,29676.666666666668,45720.0,0.5,0,1,36.0,0.0
941,2015-06-01 18:36:40.003,2015-06-01 18:36:40.003,10,10,1,1,172728.0,234360.0,0.5,0,1,10.0,0.0
942,2015-05-14 20:57:01.010,2015-06-01 23:25:35.050,9,9,1,1,65768.0,173880.0,0.0,0,18,0.5,0.0
943,2015-07-18 14:39:17.972,2015-07-18 14:39:17.972,2,2,1,1,25680.0,32160.0,0.0,0,1,2.0,0.0
944,2015-08-08 09:35:34.132,2015-08-08 09:36:24.164,66,66,2,1,59310.90909090909,98520.0,0.5,0,1,66.0,0.0
945,2015-05-08 19:54:32.701,2015-08-12 19:50:39.771,23,23,2,2,82599.91304347826,153876.0,1.0,0,95,0.24210526315789474,0.0
946,2015-08-14 03:28:59.270,2015-08-14 03:28:59.270,2,2,1,1,8532.0,16800.0,0.0,0,1,2.0,0.0
947,2015-06-01 08:39:39.937,2015-06-01 08:39:39.937,9,9,1,1,26760.28,239880.0,0.0,0,1,9.0,0.0
948,2015-07-17 03:14:13.957,2015-07-17 03:14:13.957,1,1,1,1,21840.0,21840.0,0.0,0,1,1.0,0.0
949,2015-05-08 02:14:27.860,2015-05-08 02:14:27.860,8,8,1,1,25782.0,34080.0,0.5,0,1,8.0,0.0
950,2015-07-03 03:56:13.877,2015-07-03 03:56:13.877,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
951,2015-08-16 20:28:28.203,2015-08-16 20:28:28.203,5,5,1,1,14713612.8,73218384.0,1.0,0,1,5.0,0.0
952,2015-05-31 02:58:58.154,2015-05-31 02:58:58.154,6,6,1,1,67276.0,185148.0,0.5,0,1,6.0,0.0
953,2015-06-02 20:10:16.428,2015-06-02 20:10:16.428,30,30,1,1,172485.6,302280.0,0.5,0,1,30.0,0.0
954,2015-09-05 18:47:55.122,2015-09-05 18:47:55.122,1,1,1,1,183120.0,183120.0,0.0,0,1,1.0,0.0
955,2015-05-18 02:33:54.247,2015-05-18 02:33:54.247,3,3,1,1,203680.0,573120.0,1.0,0,1,3.0,0.0
956,2015-09-14 03:36:57.925,2015-09-14 03:36:57.925,1,1,1,1,45240.0,45240.0,0.0,0,1,1.0,0.0
957,2015-06-17 19:40:34.517,2015-06-17 19:40:34.517,20,20,1,2,26282.4,61800.0,0.5,0,1,20.0,0.0
958,2015-05-17 01:50:24.620,2015-05-17 01:50:24.620,20,20,1,2,168505.776,808536.0,0.5,0,1,20.0,0.0
959,2015-07-08 20:32:32.730,2015-07-08 20:32:32.730,10,10,1,2,16011.36,72480.0,0.0,0,1,10.0,0.0
960,2015-05-16 15:41:33.447,2015-05-16 15:41:33.447,3,3,1,1,43880.0,91200.0,0.0,0,1,3.0,0.0
961,2015-09-08 22:43:50.258,2015-09-08 22:43:50.258,1,1,1,1,35880.0,35880.0,0.0,0,1,1.0,0.0
962,2015-05-30 15:52:28.169,2015-05-30 15:58:47.420,13,13,2,1,40087.38461538462,112056.0,0.7692307692307693,0,1,13.0,0.0
963,2015-06-25 21:16:43.347,2015-06-25 21:16:43.347,10,10,1,1,69892.8,241920.0,0.5,0,1,10.0,0.0
964,2015-07-14 19:20:46.832,2015-07-14 19:55:09.611,96,72,1,1,668058068.0,4008264024.0,0.5,1,1,96.0,0.013888888888888888
965,2015-07-21 23:59:50.648,2015-07-21 23:59:50.648,3,3,1,1,271824.0,791880.0,0.0,0,1,3.0,0.0
966,2015-07-02 18:16:51.530,2015-07-02 18:16:51.530,2,2,1,1,102000.0,102000.0,0.5,0,1,2.0,0.0
967,2015-09-10 19:02:41.653,2015-09-10 19:02:41.653,20,20,1,1,38981.382,323880.0,0.5,0,1,20.0,0.0
968,2015-08-27 23:37:42.786,2015-08-27 23:37:42.786,8,8,1,1,55158.0,162312.0,0.5,0,1,8.0,0.0
969,2015-09-07 05:26:27.926,2015-09-07 05:26:27.926,22,22,1,1,404729.45454545453,466680.0,0.5,0,1,22.0,0.0
970,2015-05-20 21:35:06.015,2015-09-03 01:49:51.692,53,53,4,2,17885.66037735849,27600.0,0.9811320754716981,0,105,0.5047619047619047,0.0
971,2015-06-13 15:57:41.705,2015-06-13 15:57:41.705,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
972,2015-07-27 03:42:52.916,2015-07-27 03:46:11.594,22,22,1,1,334147.63636363635,403560.0,1.0,0,1,22.0,0.0
973,2015-06-17 15:27:17.567,2015-06-17 15:27:17.567,6,6,1,1,24510.0,45420.0,1.0,0,1,6.0,0.0
974,2015-05-16 19:47:25.204,2015-05-16 19:47:25.204,2,2,1,1,4992.0,9720.0,0.0,0,1,2.0,0.0
975,2015-06-10 04:32:32.614,2015-06-10 04:32:32.614,6,6,1,1,110760.0,169680.0,0.5,0,1,6.0,0.0
976,2015-07-02 22:20:18.307,2015-07-02 22:20:18.307,24,24,1,1,53641.5,87600.0,0.5,0,1,24.0,0.0
977,2015-07-30 18:33:29.712,2015-07-30 18:33:29.712,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
978,2015-06-15 17:38:37.410,2015-06-15 17:38:37.410,10,10,1,1,117220.8,150120.0,0.5,0,1,10.0,0.0
979,2015-07-25 02:06:16.887,2015-07-25 02:06:16.887,1,1,1,1,9960.0,9960.0,0.0,0,1,1.0,0.0
980,2015-07-22 16:07:53.318,2015-07-22 16:07:53.318,5,5,1,1,36818.4,138240.0,0.0,0,1,5.0,0.0
981,2015-08-31 15:30:49.814,2015-08-31 15:30:49.814,24,24,1,1,65460.0,119880.0,0.5,0,1,24.0,0.0
982,2015-05-10 16:49:56.102,2015-05-11 19:05:17.462,74,74,3,4,106010.4,208080.0,0.581081081081081,0,1,74.0,0.0
983,2015-05-20 04:10:51.511,2015-05-20 04:14:52.019,38,38,6,1,14318507.684210526,241236024.0,0.5263157894736842,0,1,38.0,0.0
984,2015-07-18 22:54:41.148,2015-07-18 22:54:41.148,4,4,1,1,72548.4,289680.0,0.0,0,1,4.0,0.0
985,2015-06-29 01:17:55.973,2015-06-29 01:17:55.973,3,3,1,1,20294.0,60840.0,0.0,0,1,3.0,0.0
986,2015-05-31 02:59:02.751,2015-05-31 02:59:02.751,6,6,1,1,23024.2,133560.0,0.0,0,1,6.0,0.0
987,2015-07-30 22:16:23.494,2015-07-30 22:16:23.494,32,32,1,1,439628.175,1310160.0,0.5,0,1,32.0,0.0
988,2015-06-18 16:35:13.605,2015-06-18 16:35:13.605,6,6,1,1,32840.0,33360.0,0.5,0,1,6.0,0.0
989,2015-05-13 04:53:16.474,2015-05-13 04:54:24.577,94,94,3,1,899859.3191489362,35528508.0,0.5,0,1,94.0,0.0
990,2015-07-28 14:37:33.440,2015-07-28 14:37:33.440,20,20,1,1,28395.840000000004,38040.0,0.5,0,1,20.0,0.0
991,2015-06-04 23:07:42.661,2015-06-04 23:07:42.661,2,2,1,1,4926.0,9840.0,0.0,0,1,2.0,0.0
992,2015-08-05 02:03:59.773,2015-08-30 23:26:01.577,6,6,2,1,37672.0,115560.0,0.0,0,25,0.24,0.0
993,2015-07-27 20:34:14.959,2015-07-27 20:34:59.148,4,4,2,1,43410.0,93960.0,0.0,0,1,4.0,0.0
994,2015-07-14 17:17:24.337,2015-07-14 17:17:24.337,14,14,1,1,25151.657142857144,60720.0,0.5,0,1,14.0,0.0
995,2015-05-06 02:04:34.444,2015-05-07 01:03:50.247,32,32,1,1,73559.4,154680.0,0.5,0,1,32.0,0.0
996,2015-05-08 07:21:28.303,2015-05-08 07:21:28.303,11,11,1,1,31854.545454545456,39120.0,1.0,0,1,11.0,0.0
997,2015-06-21 03:12:17.789,2015-06-21 03:12:17.789,3,3,1,1,44108.0,130560.0,0.0,0,1,3.0,0.0
998,2015-09-18 02:13:07.203,2015-09-18 02:13:07.203,1,1,1,0,0.0,0.0,0.0,0,1,1.0,0.0
999,2015-05-29 00:35:57.524,2015-05-29 00:35:57.524,22,22,1,1,95466.54545454546,135840.0,0.5,0,1,22.0,0.0
